Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Company name
Honda Amaze S i-Dtech,Ahmedabad,2014,61000,Diesel,Manual,First,25.0,1498.0,98.6,5.0,4.35,Honda
Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,Diesel,Manual,Second,12.9,2494.0,100.6,7.0,12.0,Toyota
BMW 3 Series 320d Highline,Mumbai,2009,61500,Diesel,Automatic,Second,16.0,1995.0,181.0,5.0,8.5,BMW
Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,Petrol,Manual,First,19.8,1086.0,68.05,5.0,4.27,Hyundai
Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Diesel,Manual,Second,20.4,1461.0,83.8,5.0,4.25,Renault
Mitsubishi Outlander 2.4,Bangalore,2010,39525,Petrol,Automatic,First,11.0,2360.0,170.0,5.0,9.25,Mitsubishi
Maruti Vitara Brezza LDi,Kochi,2017,35384,Diesel,Manual,First,24.0,1248.0,88.5,5.0,8.61,Maruti
Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,46000,Diesel,Automatic,First,11.0,2987.0,261.0,7.0,28.0,Mercedes-Benz
Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,Diesel,Manual,First,23.0,1498.0,98.96,5.0,9.25,Ford
Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,27000,Diesel,Automatic,First,19.0,1582.0,126.2,5.0,8.6,Hyundai
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,22734,Petrol,Manual,First,16.4,1198.0,74.0,5.0,7.53,Volkswagen
Renault Duster 110PS Diesel RxL,Mumbai,2014,58002,Diesel,Manual,First,19.6,1461.0,108.45,5.0,5.75,Renault
Honda Brio S Option AT,Chennai,2012,31500,Petrol,Automatic,First,16.0,1198.0,86.8,5.0,4.15,Honda
Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,30933,Petrol,Manual,First,18.1,1196.0,86.8,5.0,5.84,Ford
Audi A6 2.0 TDI Design Edition,Kolkata,2012,27090,Diesel,Automatic,First,18.5,1968.0,187.74,5.0,16.5,Audi
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,Diesel,Automatic,First,15.9,2993.0,258.0,7.0,43.0,BMW
Hyundai i10 Sportz Option,Pune,2013,45000,Petrol,Manual,First,20.3,1197.0,78.9,5.0,3.55,Hyundai
Hyundai i20 1.2 Asta Option,Hyderabad,2018,11691,Petrol,Manual,First,18.0,1197.0,81.83,5.0,8.9,Hyundai
Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,121000,Diesel,Manual,Second,16.0,1896.0,90.0,5.0,2.5,Skoda
Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,118077,Diesel,Manual,First,16.0,1493.0,110.0,5.0,3.85,Hyundai
Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,36300,Petrol,Automatic,Third,17.0,1591.0,121.4,5.0,7.5,Hyundai
Hyundai Getz GVS,Mumbai,2005,90000,Petrol,Manual,Second,15.0,1341.0,61.0,5.0,1.8,Hyundai
Ford Figo Diesel EXI,Chennai,2010,78000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.25,Ford
Audi A6 2011-2015 35 TDI Technology,Mumbai,2015,42000,Diesel,Automatic,First,17.6,1968.0,174.33,5.0,24.25,Audi
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,27000,Petrol,Manual,First,16.4,1198.0,74.0,5.0,4.35,Volkswagen
BMW X1 sDrive20d,Kolkata,2012,22000,Diesel,Automatic,First,17.0,1995.0,184.0,5.0,11.5,BMW
Honda City i VTEC SV,Kolkata,2014,49000,Petrol,Manual,First,17.0,1497.0,117.3,5.0,4.75,Honda
Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.99,Hyundai
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,12794,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,9.15,Honda
Maruti Swift 1.3 VXi,Jaipur,2006,125000,Petrol,Manual,Fourth & Above,16.0,1493.0,94.0,5.0,2.35,Maruti
Honda CR-V 2.4 AT,Hyderabad,2014,88046,Petrol,Automatic,First,10.0,2354.0,152.0,5.0,13.99,Honda
Mercedes-Benz A Class A180 CDI,Bangalore,2014,8000,Diesel,Automatic,Second,20.0,2143.0,107.3,5.0,19.75,Mercedes-Benz
Mahindra XUV500 AT W10 AWD,Coimbatore,2018,82739,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,16.77,Mahindra
Mahindra Bolero SLX 2WD,Bangalore,2006,193000,Diesel,Manual,Third,13.0,2523.0,63.0,7.0,2.5,Mahindra
Renault Scala RxL AT,Mumbai,2013,7000,Petrol,Automatic,First,17.9,1498.0,99.6,5.0,3.65,Renault
Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,60000,Diesel,Automatic,Second,12.3,2179.0,187.74,5.0,23.5,Land Rover
Maruti Alto 800 VXI,Pune,2017,38000,Petrol,Manual,First,22.7,796.0,47.3,5.0,3.11,Maruti
Toyota Etios G,Kochi,2013,56344,Petrol,Manual,First,17.0,1496.0,88.73,5.0,4.57,Toyota
Hyundai i20 Sportz Option,Mumbai,2014,17858,Petrol,Manual,First,17.0,1197.0,80.0,5.0,5.32,Hyundai
Hyundai i10 Sportz,Hyderabad,2012,53000,Petrol,Manual,First,20.3,1197.0,78.9,5.0,3.2,Hyundai
Maruti Swift VDI BSIV,Kochi,2016,67906,Diesel,Manual,First,25.0,1248.0,74.0,5.0,5.63,Maruti
Hyundai EON Magna Plus,Hyderabad,2015,19000,Petrol,Manual,First,21.0,814.0,55.2,5.0,3.0,Hyundai
BMW 3 Series 320d,Mumbai,2010,67000,Diesel,Automatic,Second,22.6,1995.0,190.0,5.0,9.25,BMW
Tata Indigo XL Classic Dicor,Delhi,2011,80000,Diesel,Manual,First,23.5,1396.0,70.0,5.0,1.2,Tata
Maruti Alto 800 LXI,Delhi,2015,61000,Petrol,Manual,First,22.7,796.0,47.3,5.0,2.15,Maruti
Volkswagen Polo Diesel Highline 1.2L,Pune,2010,39000,Diesel,Manual,First,22.0,1199.0,73.9,5.0,3.05,Volkswagen
Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,Petrol,Automatic,First,14.2,1798.0,138.03,5.0,11.5,Toyota
Hyundai Santro Xing GLS,Hyderabad,2008,80931,Petrol,Manual,First,17.9,1086.0,62.1,5.0,2.3,Hyundai
Maruti Swift ZXI,Kolkata,2016,34000,Petrol,Manual,First,20.0,1197.0,81.8,5.0,4.95,Maruti
Renault Scala Diesel RxL,Hyderabad,2013,130000,Diesel,Manual,First,21.6,1461.0,84.8,5.0,4.75,Renault
Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,Diesel,Manual,First,24.0,1248.0,88.5,5.0,10.15,Maruti
Nissan Micra XV,Kolkata,2011,44000,Petrol,Manual,First,18.0,1198.0,75.0,5.0,2.65,Nissan
Ford Figo Diesel EXI,Hyderabad,2015,84000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.8,Ford
Honda CR-V 2.0 AT,Kochi,2017,41697,Petrol,Automatic,First,13.0,1997.0,141.1,5.0,16.68,Honda
Nissan Terrano XV 110 PS,Pune,2014,163000,Diesel,Manual,First,19.0,1461.0,108.5,5.0,5.0,Nissan
Toyota Etios Liva 1.2 G,Chennai,2011,42000,Petrol,Manual,Second,17.7,1197.0,78.9,5.0,3.75,Toyota
Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,129000,Diesel,Manual,Third,21.2,1396.0,88.76,5.0,4.11,Hyundai
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,32200,Petrol,Manual,Second,18.1,1196.0,86.8,5.0,4.25,Ford
Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,2004,129000,Diesel,Manual,First,10.0,2835.0,107.2,6.0,3.45,Mitsubishi
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,40000,Diesel,Automatic,First,17.1,1968.0,174.33,5.0,22.5,Audi
Toyota Innova 2.0 E,Delhi,2006,150000,Petrol,Manual,First,12.0,1998.0,132.0,8.0,4.5,Toyota
Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,140000,Petrol,Manual,First,15.2,1150.0,74.9,5.0,0.9,Chevrolet
Hyundai Getz GLS,Hyderabad,2006,63181,Petrol,Manual,First,15.0,1341.0,83.0,5.0,1.85,Hyundai
Honda Amaze S i-Dtech,Kolkata,2013,39575,Diesel,Manual,First,25.0,1498.0,98.6,5.0,3.25,Honda
Maruti Swift VDI BSIV W ABS,Pune,2010,63600,Diesel,Manual,Second,17.0,1248.0,94.0,5.0,3.1,Maruti
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,Diesel,Manual,First,22.0,1498.0,89.84,5.0,7.34,Ford
Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,26256,Diesel,Manual,First,20.1,1498.0,88.5,5.0,4.25,Volkswagen
Hyundai Elite i20 Petrol Sportz,Delhi,2016,13460,Petrol,Manual,First,18.0,1197.0,81.86,5.0,6.45,Hyundai
Toyota Innova 2.5 V Diesel 8-seater,Chennai,2011,122000,Diesel,Manual,Second,12.0,2494.0,102.0,8.0,10.75,Toyota
Mercedes-Benz M-Class ML 250 CDI,Kolkata,2015,58589,Diesel,Automatic,First,15.2,2143.0,203.2,5.0,27.75,Mercedes-Benz
Maruti Wagon R LX BSIII,Jaipur,2005,115000,Petrol,Manual,Second,17.0,1061.0,64.0,5.0,0.99,Maruti
Ford Endeavour 2.2 Trend AT 4X2,Pune,2016,75000,Diesel,Automatic,First,12.6,2198.0,158.0,7.0,24.0,Ford
Hyundai Elite i20 Petrol Sportz,Jaipur,2016,30292,Petrol,Manual,First,18.0,1197.0,81.86,5.0,6.1,Hyundai
Honda WRV i-VTEC VX,Ahmedabad,2017,32248,Petrol,Manual,First,17.0,1199.0,88.7,5.0,8.25,Honda
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,74000,Petrol,Manual,First,16.4,1198.0,73.9,5.0,4.65,Volkswagen
Honda CR-V 2.0L 2WD MT,Mumbai,2014,56100,Petrol,Manual,First,13.0,1997.0,153.86,5.0,9.75,Honda
Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,Petrol,Manual,First,18.0,1197.0,81.86,5.0,4.4,Hyundai
Maruti Swift Dzire VXI,Kolkata,2014,33000,Petrol,Manual,First,19.0,1197.0,85.8,5.0,3.99,Maruti
BMW 5 Series 2003-2012 530d,Coimbatore,2016,18090,Diesel,Automatic,First,16.0,2993.0,258.0,5.0,45.73,BMW
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390,Diesel,Manual,First,22.0,1498.0,89.84,5.0,5.27,Ford
Maruti Wagon R LXI CNG,Mumbai,2014,41000,CNG,Manual,First,36.68,998.0,58.2,5.0,3.5,Maruti
Honda City i DTec V,Ahmedabad,2016,67000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,7.25,Honda
Tata Indigo LS,Chennai,2008,99000,Diesel,Manual,Second,17.0,1405.0,70.0,5.0,1.6,Tata
Renault Duster 110PS Diesel RxL,Pune,2014,142000,Diesel,Manual,Second,19.0,1461.0,108.45,5.0,6.0,Renault
Hyundai i10 Sportz,Chennai,2010,26966,Petrol,Manual,First,20.3,1197.0,78.9,5.0,3.0,Hyundai
Honda Jazz 1.2 SV i VTEC,Mumbai,2015,27628,Petrol,Manual,First,18.0,1199.0,88.7,5.0,4.95,Honda
Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,82497,Diesel,Manual,First,23.6,1248.0,88.5,5.0,8.99,Maruti
Honda Accord VTi-L MT,Mumbai,2007,86000,Petrol,Manual,Third,11.0,2354.0,144.0,5.0,1.85,Honda
Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,26981,Petrol,Manual,First,16.4,1198.0,73.9,5.0,6.16,Volkswagen
Maruti Ritz VDi,Hyderabad,2010,110471,Diesel,Manual,First,21.0,1248.0,73.9,5.0,3.5,Maruti
Honda Amaze S Petrol,Jaipur,2014,69000,Petrol,Manual,First,19.0,1199.0,88.76,5.0,4.5,Honda
Hyundai i20 1.2 Asta Option,Hyderabad,2017,12000,Petrol,Manual,First,18.0,1197.0,81.83,5.0,7.75,Hyundai
Renault Duster 85PS Diesel RxL,Hyderabad,2014,77500,Diesel,Manual,First,20.4,1461.0,83.8,5.0,6.6,Renault
Hyundai Grand i10 Magna,Kochi,2014,48031,Petrol,Manual,First,18.0,1197.0,82.0,5.0,4.98,Hyundai
BMW 3 Series 320d Highline,Chennai,2008,170000,Diesel,Automatic,Third,16.0,1995.0,181.0,5.0,9.75,BMW
Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,69565,Diesel,Manual,First,22.0,1498.0,89.84,5.0,5.55,Ford
Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,45492,Diesel,Automatic,First,21.0,1498.0,108.5,5.0,10.3,Volkswagen
Honda Accord 2.4 AT,Chennai,2011,85000,Petrol,Automatic,Second,11.0,2354.0,177.6,5.0,7.5,Honda
Chevrolet Aveo 1.4,Hyderabad,2008,55902,Petrol,Manual,First,14.4,1399.0,92.7,5.0,1.8,Chevrolet
Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,18500,Petrol,Manual,First,16.0,1199.0,74.0,5.0,6.25,Volkswagen
Mahindra Xylo D4 BS III,Hyderabad,2015,129750,Diesel,Manual,Second,14.9,2489.0,93.7,7.0,6.8,Mahindra
Hyundai i10 Magna AT,Hyderabad,2009,50902,Petrol,Automatic,First,19.0,1197.0,80.0,5.0,3.0,Hyundai
Mahindra XUV500 W8 4WD,Coimbatore,2015,84725,Diesel,Manual,First,15.0,2179.0,140.0,7.0,11.6,Mahindra
Hyundai Elantra CRDi SX,Mumbai,2013,40000,Diesel,Manual,Second,22.0,1582.0,126.24,5.0,6.95,Hyundai
Volkswagen Passat 1.8 TSI MT,Mumbai,2010,60000,Petrol,Manual,Third,14.0,1798.0,160.0,5.0,3.5,Volkswagen
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496,Petrol,Manual,First,18.0,1197.0,81.86,5.0,5.5,Hyundai
Hyundai i20 Asta Option 1.2,Mumbai,2015,25000,Petrol,Manual,First,18.0,1197.0,81.83,5.0,5.65,Hyundai
Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,71000,Diesel,Manual,First,18.0,1248.0,73.8,8.0,3.25,Chevrolet
Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Coimbatore,2015,20826,Petrol,Automatic,First,14.0,1598.0,103.6,5.0,7.72,Skoda
Hyundai Creta 1.6 CRDi SX,Pune,2016,42244,Diesel,Manual,First,19.6,1582.0,126.2,5.0,12.0,Hyundai
Chevrolet Beat Diesel PS,Jaipur,2013,98598,Diesel,Manual,First,25.4,936.0,57.6,5.0,1.55,Chevrolet
Toyota Fortuner 3.0 Diesel,Delhi,2011,62100,Diesel,Manual,First,11.0,2982.0,171.0,7.0,10.75,Toyota
Hyundai i20 Sportz Option 1.2,Coimbatore,2016,44238,Petrol,Manual,First,18.0,1197.0,81.83,5.0,6.72,Hyundai
Audi Q7 3.0 TDI quattro,Coimbatore,2012,91743,Diesel,Automatic,First,12.0,2967.0,241.4,7.0,28.55,Audi
Porsche Panamera Diesel,Bangalore,2013,19828,Diesel,Automatic,Second,17.8,2967.0,300.0,4.0,75.0,Porsche
Honda City i VTEC VX,Hyderabad,2016,36891,Petrol,Manual,First,17.0,1497.0,117.3,5.0,10.49,Honda
Mahindra Quanto C4,Hyderabad,2012,90049,Diesel,Manual,First,17.2,1493.0,100.0,7.0,3.8,Mahindra
Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,74002,Diesel,Automatic,First,16.5,1968.0,140.0,5.0,18.5,Audi
Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,41000,Petrol,Automatic,First,12.3,2359.0,198.25,5.0,6.0,Hyundai
Hyundai Verna 1.6 SX,Hyderabad,2012,83678,Diesel,Manual,First,22.3,1582.0,126.32,5.0,5.5,Hyundai
Maruti Wagon R LXI BS IV,Pune,2010,91000,Petrol,Manual,First,18.0,998.0,67.1,5.0,2.3,Maruti
Maruti Ertiga SHVS ZDI Plus,Jaipur,2016,50000,Diesel,Manual,First,24.5,1248.0,88.5,7.0,8.7,Maruti
Hyundai Xcent 1.1 CRDi S Option,Delhi,2015,58000,Diesel,Manual,First,24.0,1120.0,71.01,5.0,4.95,Hyundai
Maruti Swift VDI,Jaipur,2012,80000,Diesel,Manual,First,22.0,1248.0,74.0,5.0,4.25,Maruti
Mahindra XUV500 W6 2WD,Kochi,2017,41290,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,10.94,Mahindra
BMW 5 Series 520d Luxury Line,Delhi,2013,65000,Diesel,Automatic,First,22.4,1995.0,190.0,5.0,21.26,BMW
Toyota Corolla Altis 1.8 G,Bangalore,2016,16471,Petrol,Manual,Second,14.2,1798.0,138.03,5.0,11.5,Toyota
Hyundai i20 Asta 1.4 CRDi,Pune,2015,54339,Diesel,Manual,Second,22.5,1396.0,88.73,5.0,6.0,Hyundai
Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,24025,Petrol,Manual,First,18.1,1198.0,82.0,6.0,4.1,Mahindra
Maruti Alto 800 2016-2019 LXI,Kolkata,2013,24027,Petrol,Manual,First,24.0,796.0,47.3,5.0,2.01,Maruti
Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,59270,Petrol,Manual,First,15.0,1172.0,67.0,5.0,2.6,Fiat
Maruti Wagon R VXI BS IV,Kolkata,2012,40000,Petrol,Manual,First,18.0,998.0,67.1,5.0,2.35,Maruti
Mitsubishi Pajero 4X4 LHD,Bangalore,2012,155566,Diesel,Manual,Second,9.0,2835.0,118.6,6.0,9.15,Mitsubishi
Honda Brio EX MT,Chennai,2013,42320,Petrol,Manual,First,19.0,1198.0,86.8,5.0,2.9,Honda
Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,24153,Diesel,Manual,Second,22.5,1396.0,88.73,5.0,9.18,Hyundai
Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,27000,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,11.45,Hyundai
Maruti Alto Green LXi (CNG),Hyderabad,2012,92000,CNG,Manual,Second,37.562,796.0,38.4,5.0,2.1,Maruti
Honda Amaze S i-VTEC,Kochi,2017,61795,Petrol,Manual,First,17.0,1198.0,86.7,5.0,5.53,Honda
Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,2016,13500,Petrol,Manual,First,18.1,1198.0,82.0,6.0,3.75,Mahindra
Honda City i-VTEC CVT VX,Pune,2018,4500,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.5,Honda
Mahindra XUV500 AT W10 FWD,Mumbai,2017,23000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,15.5,Mahindra
Hyundai Santro GLS I - Euro I,Pune,2011,65400,Petrol,Manual,First,0.0,1086.0,94.0,5.0,2.1,Hyundai
Mercedes-Benz New C-Class 220 CDI AT,Mumbai,2013,80578,Diesel,Automatic,Second,14.8,2143.0,170.0,5.0,14.5,Mercedes-Benz
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,42646,Diesel,Automatic,First,19.0,1461.0,108.45,5.0,12.46,Renault
Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,30000,Petrol,Manual,Second,16.4,1198.0,74.0,5.0,5.25,Volkswagen
BMW 5 Series 520d Sedan,Delhi,2012,90000,Diesel,Automatic,First,18.4,1493.0,94.0,5.0,14.5,BMW
Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,2009,98000,Diesel,Automatic,Second,13.0,2987.0,282.0,5.0,25.0,Mercedes-Benz
Hyundai Santro GLS II - Euro II,Kochi,2012,66400,Petrol,Manual,First,0.0,1493.0,94.0,5.0,2.66,Hyundai
Jaguar XJ 3.0L Premium Luxury,Hyderabad,2012,50000,Diesel,Automatic,First,12.0,2993.0,271.23,4.0,45.0,Jaguar
Maruti Swift VDI,Jaipur,2015,63310,Diesel,Manual,First,28.0,1248.0,74.0,5.0,5.1,Maruti
Honda Amaze S i-Dtech,Delhi,2014,66000,Diesel,Manual,First,25.0,1498.0,98.6,5.0,3.5,Honda
BMW 3 Series 320d Highline,Ahmedabad,2011,74000,Diesel,Automatic,Second,16.0,1995.0,181.0,5.0,12.5,BMW
Hyundai Verna 1.4 EX,Hyderabad,2012,93000,Diesel,Manual,First,23.0,1396.0,88.7,5.0,5.55,Hyundai
Toyota Fortuner 4x2 4 Speed AT,Delhi,2015,70000,Diesel,Automatic,First,11.0,2982.0,169.0,7.0,19.48,Toyota
Maruti Swift VXI,Ahmedabad,2012,48772,Petrol,Manual,First,18.0,1197.0,85.8,5.0,3.91,Maruti
Chevrolet Beat LS,Chennai,2010,66000,Petrol,Manual,First,18.0,1199.0,79.4,5.0,2.19,Chevrolet
Hyundai Grand i10 Asta Option AT,Coimbatore,2017,27417,Petrol,Automatic,First,18.0,1197.0,82.0,5.0,6.89,Hyundai
Ford Figo Petrol ZXI,Coimbatore,2011,51593,Petrol,Manual,Second,15.0,1196.0,70.0,5.0,3.47,Ford
Nissan Teana 230jM,Mumbai,2008,86340,Petrol,Automatic,Second,9.0,2349.0,94.0,5.0,3.25,Nissan
Maruti Swift VXI BSIII,Pune,2010,75000,Petrol,Manual,First,16.0,1298.0,88.2,5.0,2.85,Maruti
Audi A4 35 TDI Premium,Coimbatore,2016,39237,Diesel,Automatic,First,17.1,1968.0,174.33,5.0,25.64,Audi
Honda City V MT,Kochi,2018,11966,Petrol,Manual,First,16.0,1497.0,116.3,5.0,10.28,Honda
Honda Jazz V,Hyderabad,2015,37000,Petrol,Manual,First,18.0,1199.0,88.7,5.0,6.3,Honda
Volkswagen Polo 1.5 TDI Highline,Chennai,2014,70920,Diesel,Manual,First,20.1,1498.0,88.8,5.0,4.75,Volkswagen
Nissan Terrano XL D Option,Hyderabad,2013,65280,Diesel,Manual,First,19.8,1461.0,83.14,5.0,5.8,Nissan
Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,2016,62000,Diesel,Automatic,First,12.5,2179.0,187.7,7.0,44.5,Land Rover
Hyundai i20 Magna Optional 1.2,Kochi,2014,44525,Petrol,Manual,First,18.0,1197.0,82.9,5.0,4.65,Hyundai
Honda City 1.5 E MT,Jaipur,2009,86863,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.6,Honda
Mahindra XUV500 W10 AWD,Hyderabad,2015,102626,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12.25,Mahindra
Jeep Compass 2.0 Limited Option 4X4,Jaipur,2017,45000,Diesel,Manual,First,16.0,1956.0,170.0,5.0,20.0,Jeep
Mahindra XUV500 W10 AWD,Jaipur,2017,22000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.0,Mahindra
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,2011,108905,Diesel,Automatic,Second,11.7,2179.0,120.0,8.0,6.21,Mahindra
Datsun GO Plus T,Kolkata,2016,12800,Petrol,Manual,First,19.4,1198.0,67.0,7.0,3.25,Datsun
Mahindra Scorpio S6 Plus 7 Seater,Kolkata,2016,32000,Diesel,Manual,First,15.0,2179.0,120.0,7.0,9.75,Mahindra
Honda Amaze S AT i-Vtech,Mumbai,2014,39000,Petrol,Automatic,First,15.0,1198.0,86.7,5.0,4.45,Honda
Honda City i-DTEC ZX,Pune,2017,42000,Diesel,Manual,First,25.0,1498.0,98.6,5.0,12.0,Honda
Tata Indigo GLE,Chennai,2008,73000,Petrol,Manual,First,14.0,1396.0,65.0,5.0,0.8,Tata
Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,48000,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5.95,Hyundai
Maruti Alto 800 2016-2019 CNG LXI,Pune,2015,18000,CNG,Manual,First,46.815999999999995,796.0,40.3,4.0,3.0,Maruti
Hyundai Verna 1.4 CX VTVT,Kolkata,2014,19000,Petrol,Manual,First,17.4,1396.0,105.5,5.0,5.25,Hyundai
Toyota Innova Crysta 2.4 VX MT,Coimbatore,2019,33598,Diesel,Manual,First,13.6,2393.0,147.8,7.0,22.2,Toyota
BMW X1 sDrive20d,Jaipur,2012,63000,Diesel,Automatic,First,17.0,1995.0,184.0,5.0,13.5,BMW
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,48000,Diesel,Automatic,First,16.9,1968.0,138.03,5.0,13.5,Volkswagen
Ford Figo Diesel ZXI,Delhi,2014,66000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.47,Ford
Mahindra Ssangyong Rexton RX7,Ahmedabad,2013,80000,Diesel,Automatic,Second,11.1,2696.0,184.0,7.0,9.5,Mahindra
Volkswagen Vento Petrol Highline,Chennai,2011,37000,Petrol,Manual,First,15.0,1598.0,103.6,5.0,4.8,Volkswagen
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Kochi,2016,35058,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6.54,Skoda
Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2012,52000,Petrol,Manual,First,16.4,1198.0,73.9,5.0,3.1,Volkswagen
Maruti S Cross DDiS 200 Delta,Hyderabad,2015,61313,Diesel,Manual,First,23.6,1248.0,88.5,5.0,7.99,Maruti
Toyota Corolla Altis G,Kolkata,2009,45000,Petrol,Manual,Second,14.5,1798.0,138.1,5.0,3.3,Toyota
Maruti Ertiga ZDI,Bangalore,2015,74000,Diesel,Manual,First,20.7,1248.0,88.8,7.0,8.75,Maruti
Hyundai i10 Asta Sunroof AT,Hyderabad,2013,89000,Petrol,Automatic,First,19.0,1197.0,80.0,5.0,4.19,Hyundai
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,13414,Diesel,Automatic,First,17.0,2143.0,136.0,5.0,30.77,Mercedes-Benz
Honda City ZX VTEC,Jaipur,2006,95000,Petrol,Manual,Second,16.0,1497.0,100.0,5.0,2.11,Honda
Mahindra KUV 100 G80 K8,Jaipur,2018,15900,Petrol,Manual,First,18.1,1198.0,82.0,6.0,6.25,Mahindra
Toyota Fortuner 3.0 Diesel,Delhi,2011,151000,Diesel,Manual,First,11.0,2982.0,171.0,7.0,11.4,Toyota
Honda City 1.5 V MT,Bangalore,2011,65000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.2,Honda
Audi A6 35 TDI Matrix,Coimbatore,2017,36824,Diesel,Automatic,First,18.5,1968.0,187.74,5.0,39.84,Audi
Ford Figo Diesel ZXI,Coimbatore,2013,65287,Diesel,Manual,First,20.0,1399.0,68.05,5.0,4.45,Ford
Mercedes-Benz GLA Class 200 CDI,Kolkata,2014,52000,Diesel,Automatic,First,17.0,2143.0,136.0,5.0,19.5,Mercedes-Benz
Chevrolet Aveo U-VA 1.2 LS,Hyderabad,2007,33000,Petrol,Manual,First,15.2,1150.0,74.9,5.0,1.75,Chevrolet
Ford Figo 2015-2019 1.5D Titanium MT,Hyderabad,2016,71000,Diesel,Manual,First,25.8,1498.0,99.0,5.0,5.1,Ford
Hyundai Elantra CRDi SX AT,Delhi,2013,71000,Diesel,Automatic,First,22.0,1582.0,126.2,5.0,6.8,Hyundai
Maruti Baleno Zeta CVT,Kolkata,2016,20000,Petrol,Automatic,First,21.0,1197.0,83.1,5.0,5.74,Maruti
